joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,joint_vel_12,joint_vel_13,joint_vel_14,joint_vel_15,joint_vel_16,joint_vel_17,joint_vel_18,joint_vel_19,joint_vel_20,joint_vel_21,joint_vel_22,joint_vel_23,joint_vel_24,joint_vel_25,joint_vel_26,joint_vel_27,joint_vel_28
1.133307,-1.030995,-0.344404,0.017252,-0.295632,0.019338,-0.360998,-1.119909,-0.109331,-0.331783,-2.064887,-0.000272,0.000392,0.273514,1.571147,-0.000006,-0.000003,-0.389595,-0.264019,-0.031429,-0.003072,0.000063,-0.000006,-0.000002,0.000006,-0.000002,0.000003,0.000000,0.000026
1.174292,-1.058768,-0.298164,0.183572,-0.276930,0.040435,-0.428059,-1.064632,-0.100061,-0.266502,-1.858009,-0.000249,0.000377,0.300347,2.048863,-0.000005,-0.000003,-0.443963,-0.140746,-0.028194,-0.001370,0.000062,-0.000009,-0.000002,0.000004,-0.000002,0.000003,0.000006,0.000032
1.114390,-1.065924,-0.257217,0.294105,-0.137207,0.148603,-0.216212,-0.866839,-0.209897,-0.150480,-1.588299,0.000012,0.000459,0.154990,2.299664,-0.000006,0.000000,-0.576121,-0.083320,-0.031884,0.003397,0.000047,-0.000002,0.000000,0.000002,0.000000,0.000004,-0.000001,0.000036
1.140051,-0.921858,-0.192288,0.285377,0.038632,0.214006,-0.092165,-0.699660,-0.353614,-0.067982,-1.534329,0.000300,0.000451,-0.518883,1.899622,-0.000007,0.000000,-0.639721,-0.132643,-0.029537,0.008013,0.000035,0.000011,0.000003,0.000002,0.000002,0.000003,-0.000010,0.000037
1.195879,-0.784740,-0.127111,0.169896,0.243175,0.269741,-0.177929,-0.586572,-0.463896,-0.022360,-1.502692,0.000571,0.000429,-1.457845,1.046462,-0.000005,0.000000,-0.533933,-0.271926,-0.023989,0.013486,0.000012,0.000008,0.000002,0.000002,0.000002,0.000002,-0.000017,0.000034
1.126642,-0.725189,-0.166480,0.060274,0.367193,0.322392,-0.299336,-0.402697,-0.537811,0.015675,-1.537549,0.000672,0.000460,-2.077459,0.264972,-0.000003,0.000000,-0.324535,-0.458708,-0.021873,0.014772,0.000002,0.000014,0.000003,0.000002,0.000002,0.000002,-0.000018,0.000027
0.978485,-0.590687,-0.256688,0.031701,0.370701,0.313513,-0.352090,-0.241742,-0.553055,0.036294,-1.494598,0.000573,0.000481,-2.162222,-0.110456,-0.000002,-0.000002,-0.107570,-0.576362,-0.017498,0.011642,-0.000002,0.000000,0.000004,0.000002,0.000002,0.000000,-0.000014,0.000020
0.881434,-0.372180,-0.300019,0.097294,0.230352,0.219629,-0.230213,-0.143708,-0.501529,0.062953,-1.202783,0.000445,0.000413,-1.780910,-0.190343,0.000000,-0.000005,-0.048926,-0.555575,-0.009108,0.008456,-0.000012,-0.000014,0.000003,0.000001,0.000002,0.000000,-0.000001,0.000012
0.854931,-0.165333,-0.330789,0.172892,0.034867,0.068247,-0.257435,-0.077971,-0.362278,0.045283,-0.767773,0.000152,0.000194,-1.163355,-0.145902,0.000002,-0.000006,0.047700,-0.404022,-0.001130,0.004997,0.000008,-0.000003,0.000004,0.000000,0.000003,0.000002,0.000005,0.000009
0.881308,-0.041218,-0.320459,0.305892,-0.039092,0.055553,-0.236850,-0.019948,-0.239994,-0.084155,-0.121516,0.000021,0.000073,-0.318299,0.042342,0.000000,-0.000004,0.129041,-0.254009,0.004876,0.001443,0.000015,-0.000008,0.000004,-0.000004,0.000002,0.000003,0.000004,0.000000
0.817930,0.134829,-0.136503,0.285619,-0.014389,0.081575,-0.291867,0.142407,-0.123906,0.011797,0.371784,0.000133,-0.000012,0.507892,0.241219,-0.000003,-0.000003,0.237044,-0.165992,0.017399,0.004632,0.000006,-0.000008,0.000000,-0.000005,0.000002,0.000003,0.000006,-0.000008
0.779853,0.411491,0.093523,0.201643,-0.035975,-0.061584,-0.486023,0.318334,0.084097,0.618407,0.426593,0.000102,-0.000411,0.940288,-0.011270,-0.000002,-0.000005,0.408359,-0.319816,0.035286,0.010200,-0.000006,0.000006,-0.000004,-0.000003,0.000002,0.000003,0.000008,0.000000
0.300611,0.637742,0.239845,0.154107,-0.029986,-0.219971,-0.392692,0.635606,0.353374,1.759267,0.231595,0.000015,-0.000775,1.138521,-0.436929,0.000005,-0.000005,0.349464,-0.511291,0.049286,0.011880,-0.000041,0.000000,-0.000006,-0.000001,0.000000,0.000000,0.000012,0.000003
-1.156269,0.849698,0.389852,-0.229978,0.019625,-0.333367,-0.154027,1.125627,0.649986,3.044236,-0.094768,-0.000105,-0.000906,0.950873,-0.795751,0.000010,-0.000002,0.264303,-0.396715,0.054338,0.013129,-0.000063,-0.000013,-0.000006,0.000000,0.000000,-0.000005,0.000015,-0.000013
-2.490337,1.082802,0.616326,-0.553481,0.013849,-0.387796,-0.034980,1.297604,0.800020,3.600000,-0.270102,-0.000135,-0.000932,0.520220,-1.085955,0.000015,0.000000,0.186052,-0.173803,0.057036,0.010518,-0.000078,-0.000016,-0.000006,0.000001,0.000000,-0.000006,0.000014,-0.000036
-2.856155,1.278045,0.820012,-0.446999,-0.003376,-0.350046,-0.079367,1.102505,0.686561,3.600000,-0.274832,0.000065,-0.000795,0.207625,-1.144283,0.000017,0.000002,0.000407,-0.010754,0.055839,0.006068,-0.000100,-0.000005,-0.000003,0.000003,0.000000,-0.000007,0.000006,-0.000045
-2.682191,1.372734,0.833696,-0.146832,0.079733,-0.259651,-0.205656,0.840664,0.433226,3.600000,-0.215544,0.000229,-0.000639,-0.115710,-1.092335,0.000013,0.000002,-0.190354,0.136428,0.042157,0.003243,-0.000108,0.000040,0.000002,0.000003,0.000000,-0.000006,-0.000009,-0.000044
-2.186755,1.373861,0.747727,0.195173,0.241475,-0.113119,-0.415789,0.586344,0.161726,3.600000,-0.064447,0.000345,-0.000517,-0.277149,-0.950375,0.000008,0.000002,-0.256749,0.155265,0.026515,0.002691,-0.000101,0.000085,0.000004,0.000003,0.000000,-0.000003,-0.000017,-0.000042
-1.423684,1.348673,0.705086,0.440834,0.379440,0.034741,-0.753105,0.352009,-0.027072,3.600000,0.078883,0.000494,-0.000354,-0.264796,-0.754090,0.000003,0.000002,-0.027762,-0.009236,0.019830,0.007560,-0.000093,0.000099,0.000004,0.000003,0.000001,-0.000003,-0.000015,-0.000033
-0.617886,1.247542,0.551928,0.735502,0.401100,0.086343,-0.789646,0.153754,-0.113841,0.955013,0.189138,0.000510,-0.000294,-0.111302,-0.649906,0.000002,-0.000002,0.188637,-0.194798,0.013946,0.011145,-0.000085,0.000106,0.000002,0.000004,0.000003,-0.000002,-0.000012,-0.000010
-0.400428,1.023338,0.286544,0.913374,0.372666,0.087024,-0.392553,0.186427,-0.068680,-2.173696,0.202987,0.000447,-0.000184,0.095488,-0.586824,0.000000,-0.000003,0.125462,-0.125929,0.008061,0.008524,-0.000072,0.000076,0.000000,0.000003,0.000002,0.000002,-0.000008,0.000011
-0.995872,0.787818,0.143213,0.602325,0.360965,0.079786,-0.038967,0.395694,0.107645,-2.679092,0.110396,0.000346,0.000005,0.051434,-0.695161,-0.000002,0.000002,0.174948,0.172328,0.005031,0.005464,-0.000051,0.000024,0.000000,0.000001,0.000000,0.000002,-0.000001,0.000010
-1.318212,0.631375,0.135200,0.308274,0.267296,0.090622,0.256707,0.349423,0.217427,-2.928974,0.130346,0.000272,0.000196,0.192427,-0.808516,-0.000002,0.000005,0.300267,0.518717,0.005276,0.003485,-0.000030,-0.000010,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001
-1.050598,0.582281,0.167203,0.282453,0.177960,0.094210,0.509551,0.228129,0.188490,-3.378591,0.179924,0.000280,0.000384,0.703424,-0.731955,0.000000,0.000005,0.294871,0.767666,0.009865,0.004149,-0.000025,-0.000033,0.000000,-0.000001,0.000000,0.000000,0.000000,0.000004
-0.842466,0.648381,0.159952,0.314803,0.140898,0.041424,0.741548,0.365366,0.135214,-3.474299,0.122841,0.000207,0.000377,1.029736,-0.897576,0.000000,0.000006,0.156358,0.651979,0.012102,0.005958,-0.000032,-0.000028,-0.000002,-0.000002,0.000002,0.000000,-0.000005,0.000010
-0.766708,0.780693,0.167888,0.320757,0.087836,-0.026999,0.873080,0.538305,0.104189,-3.080181,-0.007358,0.000063,0.000231,1.258330,-1.096627,0.000002,0.000004,0.052846,0.342942,0.011769,0.010279,-0.000032,-0.000015,-0.000003,-0.000003,0.000002,0.000002,-0.000013,0.000014
-0.635152,0.901046,0.213163,0.287926,0.017887,-0.054184,0.906691,0.545016,0.064438,-2.556838,-0.151290,-0.000005,0.000133,1.433928,-1.144448,0.000003,0.000005,0.040148,0.026256,0.011596,0.014903,-0.000024,-0.000008,-0.000003,-0.000002,0.000002,0.000002,-0.000013,0.000014
-0.488573,0.949464,0.233694,0.238377,-0.053781,-0.067349,0.809454,0.456355,0.006428,-1.969716,-0.256258,-0.000016,0.000087,1.434834,-1.041098,0.000003,0.000006,0.060324,-0.167976,0.010775,0.015144,-0.000002,0.000008,-0.000005,0.000000,0.000002,0.000002,-0.000009,0.000012
-0.327708,0.813800,0.198956,0.184308,-0.157800,-0.064722,0.605305,0.265650,-0.046765,-1.262721,-0.285791,-0.000045,0.000075,1.309916,-0.710733,0.000003,0.000006,0.107526,-0.112630,0.007048,0.011074,0.000022,0.000006,-0.000004,0.000000,0.000002,0.000003,-0.000006,0.000007
-0.169262,0.573366,0.135292,0.098004,-0.247756,-0.038703,0.381069,0.035828,-0.075547,-0.624400,-0.179607,-0.000069,0.000063,1.112156,-0.230094,0.000000,0.000006,0.158202,0.078153,0.001989,0.004092,0.000038,0.000000,-0.000001,-0.000001,0.000003,0.000003,0.000002,-0.000008
-0.083875,0.302512,0.025156,-0.068955,-0.299569,-0.013487,0.278440,-0.134405,-0.104715,-0.170712,-0.020993,-0.000126,0.000065,0.927592,0.333611,-0.000002,0.000004,0.198509,0.408783,-0.005455,-0.002886,0.000063,0.000010,0.000000,-0.000001,0.000002,0.000001,0.000011,-0.000024
-0.055569,0.057129,-0.029708,-0.236341,-0.345762,-0.018868,0.229936,-0.179743,-0.098955,0.247327,0.185184,-0.000193,0.000018,0.671342,0.601536,-0.000002,0.000003,0.155343,0.630191,-0.007578,-0.006173,0.000082,0.000019,0.000000,-0.000003,0.000002,0.000002,0.000012,-0.000027
-0.033068,-0.030202,-0.071081,-0.364833,-0.380961,-0.059065,0.214520,-0.057540,-0.074520,0.562270,0.395134,-0.000217,-0.000048,0.260821,0.372051,-0.000002,0.000000,0.036621,0.442903,-0.009315,-0.008865,0.000081,0.000028,0.000003,-0.000006,0.000002,0.000003,0.000000,-0.000018
-0.029791,-0.087647,-0.129475,-0.514593,-0.419056,-0.111700,0.246955,0.102696,-0.033115,0.677756,0.600263,-0.000213,-0.000070,-0.092470,0.078424,0.000000,-0.000003,-0.040541,0.117308,-0.015775,-0.012931,0.000055,0.000019,0.000004,-0.000006,0.000000,0.000002,-0.000022,-0.000004
0.024987,-0.187022,-0.131882,-0.671300,-0.437309,-0.161382,0.190998,0.180425,0.035020,0.597488,0.918681,-0.000253,-0.000089,-0.298446,-0.000188,0.000000,-0.000004,-0.093650,-0.044598,-0.019908,-0.012873,0.000037,0.000003,0.000004,-0.000006,-0.000002,0.000000,-0.000033,0.000007
0.241890,-0.276082,-0.136792,-0.809854,-0.387482,-0.205676,-0.010705,0.156944,0.082389,0.369090,1.423928,-0.000391,-0.000072,-0.514578,0.063661,0.000000,-0.000006,-0.077854,-0.083043,-0.022299,-0.010862,0.000045,0.000005,0.000004,-0.000006,-0.000003,-0.000002,-0.000023,0.000013
0.573737,-0.490855,-0.146967,-0.809053,-0.325896,-0.200289,-0.240596,-0.052200,0.124067,0.138947,2.066593,-0.000540,-0.000054,-0.794541,0.128962,0.000000,-0.000006,0.002855,0.005071,-0.022930,-0.009224,0.000045,0.000002,0.000005,-0.000005,-0.000003,-0.000003,-0.000006,0.000009
0.916307,-0.827275,-0.204287,-0.658578,-0.170430,-0.156094,-0.323824,-0.336375,0.156607,-0.130147,2.654581,-0.000617,-0.000100,-1.075508,0.250529,0.000000,-0.000005,0.014688,0.142627,-0.021897,-0.008966,0.000031,-0.000002,0.000004,-0.000003,-0.000003,-0.000004,0.000017,-0.000001
1.133260,-1.212849,-0.347079,-0.508441,0.096421,-0.099755,-0.232626,-0.452424,0.161129,-0.354790,2.861472,-0.000660,-0.000096,-1.175263,0.382529,0.000000,-0.000002,0.010316,0.244782,-0.020306,-0.011502,0.000028,-0.000006,0.000000,-0.000001,-0.000003,-0.000004,0.000039,-0.000014
1.190120,-1.504728,-0.471566,-0.371822,0.286091,-0.039341,-0.063288,-0.508236,0.146755,-0.394308,2.577404,-0.000702,-0.000027,-1.158544,0.244335,-0.000001,0.000000,0.009887,0.285098,-0.018873,-0.009861,0.000050,-0.000013,-0.000001,0.000000,-0.000002,-0.000003,0.000044,-0.000015
1.106396,-1.718398,-0.585763,-0.307141,0.280680,-0.011417,0.088802,-0.655394,0.174204,-0.350548,1.989371,-0.000748,0.000045,-0.988970,0.150685,-0.000001,-0.000002,0.057307,0.281900,-0.020217,-0.008245,0.000069,-0.000024,-0.000002,0.000000,-0.000002,-0.000002,0.000031,-0.000010
1.013294,-1.841458,-0.671360,-0.254169,0.187118,0.101312,0.158797,-0.797615,0.119160,-0.310055,0.966941,-0.000652,0.000296,-0.714768,0.274888,-0.000003,-0.000002,0.044421,0.158821,-0.026973,-0.010935,0.000076,-0.000045,-0.000003,0.000000,-0.000002,0.000002,0.000010,-0.000010
1.004942,-1.776688,-0.633339,-0.136919,0.102752,0.278074,0.090160,-0.910059,-0.089501,-0.282384,-0.239892,-0.000383,0.000706,-0.393788,0.629376,-0.000008,0.000000,-0.147169,-0.049444,-0.036780,-0.005378,0.000092,-0.000065,-0.000003,-0.000002,-0.000001,0.000003,-0.000009,0.000001
1.038124,-1.604134,-0.526850,-0.038503,-0.003493,0.381348,-0.090911,-0.955427,-0.295790,-0.249356,-1.091340,-0.000047,0.001067,-0.129367,1.057647,-0.000011,-0.000002,-0.371027,-0.222595,-0.045168,0.004811,0.000095,-0.000075,-0.000002,-0.000002,-0.000003,0.000004,-0.000015,0.000019
1.101014,-1.405484,-0.393311,0.108461,-0.084484,0.440388,-0.273957,-0.925432,-0.422885,-0.174223,-1.574448,0.000365,0.001239,-0.075734,1.377221,-0.000012,-0.000003,-0.518035,-0.369551,-0.046839,0.007803,0.000057,-0.000078,0.000000,-0.000002,-0.000002,0.000004,-0.000015,0.000033
1.127280,-1.294124,-0.281242,0.226630,-0.081281,0.442055,-0.347170,-0.769091,-0.442993,-0.112363,-1.700351,0.000696,0.001231,-0.120645,1.656414,-0.000010,-0.000001,-0.615180,-0.527711,-0.038688,0.007191,0.000008,-0.000082,0.000000,-0.000002,-0.000002,0.000003,-0.000009,0.000039
1.077800,-1.189837,-0.235911,0.230699,-0.027527,0.361746,-0.264045,-0.535110,-0.367282,-0.072011,-1.663356,0.000817,0.001110,-0.259148,1.777500,-0.000009,0.000001,-0.672208,-0.568674,-0.027055,0.005619,-0.000025,-0.000090,0.000000,0.000000,-0.000003,0.000003,0.000001,0.000036
1.071377,-1.021236,-0.238704,0.137686,0.004407,0.226237,-0.276150,-0.436656,-0.252849,-0.044596,-1.749532,0.000659,0.000785,-0.686574,1.599610,-0.000007,0.000001,-0.562824,-0.511188,-0.018166,0.002921,-0.000030,-0.000078,0.000000,0.000002,-0.000002,0.000002,0.000006,0.000035
1.098058,-0.918078,-0.250748,0.022284,-0.016599,0.074527,-0.468138,-0.428827,-0.086166,-0.008507,-1.757343,0.000294,0.000346,-1.234846,1.166623,-0.000003,0.000000,-0.322794,-0.432228,-0.009378,-0.000815,-0.000021,-0.000055,0.000002,0.000002,-0.000002,0.000000,0.000008,0.000028
1.116310,-0.776197,-0.274759,0.065688,-0.032176,0.035518,-0.413867,-0.454982,-0.053909,0.017135,-1.811642,0.000051,0.000138,-1.652530,0.679015,0.000002,-0.000001,-0.244418,-0.283949,-0.007329,-0.003672,-0.000006,-0.000028,0.000003,0.000002,-0.000003,0.000000,0.000008,0.000018
1.069593,-0.554484,-0.281884,0.144470,-0.014588,0.044575,-0.190980,-0.512986,-0.137745,0.009860,-1.780010,-0.000009,0.000104,-1.683240,0.381281,0.000002,-0.000001,-0.277720,-0.213630,-0.008599,-0.003339,0.000002,0.000000,0.000003,0.000002,-0.000002,0.000002,0.000005,0.000015
0.928216,-0.363351,-0.258298,0.167064,-0.019229,0.011047,-0.032166,-0.414104,-0.140973,-0.024366,-1.407767,0.000030,0.000109,-1.311065,0.306824,0.000002,-0.000002,-0.265693,-0.142067,-0.002443,-0.002281,-0.000014,-0.000004,0.000003,0.000000,0.000000,0.000002,0.000001,0.000017
0.832365,-0.189915,-0.241225,0.241700,-0.066573,0.005020,0.047808,-0.222067,-0.099405,-0.039362,-0.889657,0.000196,0.000204,-0.710687,0.430713,0.000002,-0.000003,-0.174251,-0.023145,0.007372,-0.004366,-0.000032,-0.000027,0.000003,-0.000002,0.000000,0.000002,-0.000003,0.000019
0.834392,0.012833,-0.191610,0.314503,-0.058094,0.032646,0.077239,-0.023911,-0.077729,-0.133995,-0.253123,0.000414,0.000346,0.157776,0.477384,0.000000,-0.000003,-0.042106,-0.027223,0.016438,-0.001225,-0.000052,-0.000056,0.000003,-0.000005,0.000002,0.000003,-0.000009,0.000019
0.738180,0.305531,-0.098038,0.302547,-0.019019,0.003807,-0.006001,0.231132,-0.025081,0.051189,0.214370,0.000465,0.000366,0.950232,0.333226,0.000000,-0.000003,0.199499,-0.108607,0.023493,0.007846,-0.000047,-0.000073,0.000002,-0.000006,0.000003,0.000003,-0.000012,0.000014
0.433698,0.550157,0.057719,0.241899,-0.075417,-0.129850,-0.222938,0.460922,0.164946,1.027391,0.301167,0.000282,0.000041,1.295385,0.056616,0.000001,-0.000003,0.431685,-0.287558,0.034428,0.011646,-0.000025,-0.000063,-0.000002,-0.000004,0.000002,0.000002,-0.000009,0.000010
-0.173242,0.689420,0.216476,0.169144,-0.081732,-0.248194,-0.190358,0.667960,0.408513,2.247539,0.171966,0.000005,-0.000327,1.276921,-0.211580,0.000003,-0.000002,0.382235,-0.261715,0.045139,0.010212,-0.000016,-0.000044,-0.000004,-0.000003,0.000002,0.000000,-0.000001,0.000004
-1.164751,0.863453,0.380335,-0.020680,0.006622,-0.304953,0.032963,0.854451,0.586456,3.195685,-0.039746,-0.000202,-0.000597,0.950706,-0.422132,0.000006,0.000000,0.229551,0.019881,0.047624,0.007073,0.000002,-0.000014,-0.000004,-0.000001,0.000003,0.000000,0.000006,-0.000009
-1.975599,1.073441,0.616938,-0.199436,0.116905,-0.327838,0.020267,0.879184,0.653186,3.600000,-0.171540,-0.000224,-0.000880,0.565014,-0.678493,0.000011,0.000003,0.102672,0.148423,0.050709,0.002046,-0.000005,0.000027,-0.000003,0.000000,0.000002,-0.000003,0.000014,-0.000026
-2.309147,1.218874,0.773339,-0.170545,0.214128,-0.288189,-0.135364,0.745044,0.581531,3.600000,-0.190657,-0.000142,-0.000995,0.316141,-0.688429,0.000012,0.000006,-0.028001,0.275488,0.053127,-0.004137,-0.000025,0.000055,-0.000002,0.000003,0.000002,-0.000005,0.000020,-0.000039
-2.207678,1.267519,0.763742,0.057435,0.251566,-0.203597,-0.308127,0.569767,0.377909,3.600000,-0.133987,0.000069,-0.000945,0.011593,-0.696908,0.000012,0.000005,-0.204065,0.326793,0.048652,-0.013197,-0.000046,0.000074,0.000000,0.000004,0.000002,-0.000003,0.000016,-0.000040
-1.745158,1.320315,0.663260,0.309250,0.341512,-0.079898,-0.461497,0.355854,0.073758,2.802046,-0.035484,0.000352,-0.000813,-0.149841,-0.903422,0.000009,0.000002,-0.282372,0.124638,0.035357,-0.018121,-0.000077,0.000077,0.000003,0.000004,0.000001,-0.000003,0.000003,-0.000039
-1.318479,1.317447,0.536463,0.412294,0.394273,0.007281,-0.608663,0.201441,-0.187941,0.918955,0.006458,0.000451,-0.000672,-0.133351,-1.036055,0.000006,0.000000,-0.117571,-0.115352,0.018350,-0.012881,-0.000071,0.000081,0.000004,0.000004,0.000001,-0.000002,-0.000006,-0.000039
-1.121050,1.104137,0.441595,0.457379,0.275830,0.009153,-0.562270,0.088273,-0.245351,-0.599802,0.068575,0.000431,-0.000625,-0.048497,-0.989460,0.000004,-0.000002,-0.017099,-0.184231,0.011368,-0.006987,-0.000051,0.000082,0.000001,0.000003,0.000000,0.000000,-0.000008,-0.000033
-1.166625,0.751113,0.300814,0.365851,0.177358,0.036210,-0.221730,0.022148,-0.148999,-1.583883,0.107973,0.000318,-0.000480,0.041679,-0.793179,0.000003,-0.000002,0.005902,0.010309,0.005872,-0.001720,-0.000039,0.000042,0.000002,0.000003,0.000000,0.000000,-0.000008,-0.000027
-1.353545,0.538236,0.207605,0.110295,0.182237,0.087980,0.017937,0.147670,-0.021395,-2.312015,0.091157,0.000159,-0.000287,0.012914,-0.736445,0.000005,0.000000,0.205013,0.193501,-0.000387,0.006019,-0.000008,0.000003,0.000003,0.000001,0.000000,-0.000002,-0.000009,-0.000022
-1.241708,0.557644,0.278097,0.049082,0.223174,0.126324,0.072612,0.286017,0.060728,-2.657793,0.129528,0.000146,-0.000186,0.037522,-0.874656,0.000005,0.000002,0.457927,0.194536,0.004818,0.011228,-0.000006,-0.000008,0.000003,0.000000,0.000000,-0.000002,-0.000005,-0.000015
-0.909852,0.714759,0.289693,0.163138,0.256458,0.139100,0.201271,0.420130,0.080876,-2.906120,0.143164,0.000125,-0.000099,0.214562,-1.047921,0.000002,0.000004,0.643579,0.115249,0.010346,0.011819,-0.000025,0.000003,0.000000,0.000002,0.000002,0.000000,0.000003,-0.000006
-0.700718,0.894005,0.229524,0.247588,0.230322,0.086710,0.479498,0.654713,0.077338,-2.891396,0.073915,0.000096,-0.000074,0.554152,-1.294501,0.000000,0.000003,0.601619,-0.007441,0.011521,0.009723,-0.000044,0.000022,-0.000003,0.000002,0.000002,-0.000002,0.000003,0.000006
-0.635044,0.994388,0.164148,0.255177,0.157125,0.010369,0.798775,0.809113,0.082537,-2.576571,-0.060372,0.000073,-0.000048,1.096065,-1.362756,0.000000,0.000002,0.399027,-0.110924,0.013881,0.004155,-0.000059,0.000022,-0.000003,0.000002,0.000002,-0.000002,0.000000,0.000015
-0.652010,1.051597,0.091403,0.203619,0.073394,-0.037605,1.046657,0.860356,0.052123,-2.211517,-0.247607,0.000014,-0.000028,1.525421,-1.288289,-0.000002,0.000003,0.164192,-0.191183,0.012838,-0.001280,-0.000052,0.000033,-0.000003,0.000004,0.000002,0.000000,-0.000005,0.000021
-0.641318,1.035462,0.073236,0.164720,-0.012239,-0.059126,1.027392,0.847602,0.000911,-1.811268,-0.370469,0.000011,-0.000047,1.686270,-1.166162,-0.000002,0.000005,-0.002207,-0.243619,0.012490,-0.003666,-0.000043,0.000049,-0.000003,0.000004,0.000002,0.000002,-0.000003,0.000021
-0.531238,0.909033,0.042431,0.051732,-0.074401,-0.055149,0.797903,0.736879,-0.057221,-1.328625,-0.405258,0.000007,-0.000066,1.589893,-0.924916,0.000000,0.000003,-0.016766,-0.254624,0.011304,-0.007665,-0.000033,0.000043,-0.000003,0.000002,0.000002,0.000002,-0.000001,0.000014
-0.327679,0.762358,0.017209,-0.033798,-0.147477,-0.041784,0.567584,0.434050,-0.118636,-0.864501,-0.346223,-0.000027,-0.000075,1.293068,-0.559106,0.000000,0.000002,0.040781,-0.044199,0.008171,-0.010092,-0.000024,0.000025,-0.000002,0.000000,0.000002,0.000002,-0.000001,0.000008
-0.070515,0.611597,0.037789,-0.021545,-0.234894,-0.031352,0.331639,0.016890,-0.165483,-0.384662,-0.172444,-0.000028,-0.000108,0.825143,-0.186799,0.000002,0.000003,0.134727,0.270192,0.007422,-0.011655,-0.000022,0.000021,0.000000,0.000000,0.000002,0.000003,0.000001,0.000001
0.204756,0.460834,0.008340,-0.057961,-0.288185,-0.029479,0.128492,-0.276603,-0.214084,-0.019675,0.088859,-0.000059,-0.000114,0.241025,0.088077,0.000002,0.000002,0.203859,0.448225,0.001749,-0.011441,0.000000,0.000033,0.000000,-0.000002,0.000000,0.000003,-0.000001,-0.000004
0.382503,0.310752,-0.034662,-0.161407,-0.339741,-0.055048,0.024167,-0.403801,-0.260136,0.243867,0.295533,-0.000133,-0.000048,-0.179633,0.253588,0.000000,0.000000,0.162589,0.548459,-0.009249,-0.003492,0.000028,0.000030,0.000002,-0.000003,0.000000,0.000003,-0.000013,-0.000006
0.400133,0.042213,-0.094410,-0.261144,-0.388745,-0.100395,0.013570,-0.342101,-0.234638,0.477620,0.538823,-0.000242,0.000082,-0.353291,0.311299,-0.000002,0.000002,0.036337,0.548023,-0.015338,0.002913,0.000048,-0.000009,0.000002,-0.000003,0.000000,0.000000,-0.000012,-0.000011
0.301032,-0.211139,-0.153438,-0.373890,-0.407836,-0.144192,0.065308,-0.132684,-0.119873,0.593150,0.891365,-0.000335,0.000201,-0.452952,0.259396,-0.000003,0.000002,-0.054403,0.405563,-0.013578,0.003867,0.000062,-0.000063,0.000002,-0.000003,0.000000,-0.000003,0.000004,-0.000006
0.252902,-0.422006,-0.182229,-0.511411,-0.381882,-0.172487,0.006793,0.058522,-0.006687,0.587092,1.384781,-0.000391,0.000204,-0.627561,0.134198,-0.000003,0.000001,-0.064652,0.205455,-0.009237,0.001871,0.000055,-0.000084,0.000002,-0.000004,-0.000002,-0.000003,0.000019,0.000008
0.344903,-0.729729,-0.237402,-0.627724,-0.327347,-0.174021,-0.060083,0.055347,0.102810,0.507254,2.008322,-0.000435,0.000206,-0.776141,0.123996,-0.000003,0.000001,-0.075225,0.119926,-0.005345,-0.004724,0.000042,-0.000092,0.000000,-0.000006,-0.000003,-0.000003,0.000030,0.000012
0.539702,-1.041367,-0.296114,-0.615996,-0.302870,-0.171356,-0.029892,-0.245431,0.193223,0.344130,2.460169,-0.000467,0.000192,-0.833360,0.181383,0.000000,0.000002,-0.115057,0.211235,-0.003730,-0.010763,0.000024,-0.000106,0.000000,-0.000006,-0.000003,-0.000004,0.000039,0.000009
0.774020,-1.294724,-0.333156,-0.507922,-0.269471,-0.162644,0.034157,-0.619751,0.197449,0.115085,2.517671,-0.000467,0.000119,-0.867926,0.241649,0.000002,0.000002,-0.133709,0.376414,-0.003681,-0.012972,0.000015,-0.000087,0.000000,-0.000004,-0.000003,-0.000004,0.000039,0.000009
1.000788,-1.397604,-0.386175,-0.418881,-0.145727,-0.114823,0.160137,-0.844760,0.122242,-0.137041,2.128292,-0.000417,0.000131,-0.830066,0.390709,0.000000,0.000000,-0.124886,0.488690,-0.005860,-0.013968,0.000021,-0.000060,-0.000002,-0.000002,-0.000003,-0.000003,0.000024,0.000011
1.199594,-1.420830,-0.463386,-0.326667,0.008973,-0.052374,0.180871,-0.904165,-0.004291,-0.352233,1.227164,-0.000363,0.000220,-0.798623,0.423883,0.000000,0.000000,-0.158494,0.387209,-0.014204,-0.012327,0.000022,-0.000046,-0.000002,0.000000,-0.000003,0.000000,0.000009,0.000001
1.228479,-1.529107,-0.509433,-0.222002,0.067473,0.012836,0.137318,-0.908066,-0.104737,-0.416880,0.143334,-0.000351,0.000303,-0.650018,0.571062,-0.000003,0.000000,-0.257327,0.277141,-0.025162,-0.005012,0.000033,-0.000038,-0.000003,0.000002,-0.000003,0.000002,0.000010,-0.000009
