joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.309265,-0.203401,-0.107230,0.035251,-0.023327,0.062795,0.321914,-0.159063,-0.005823,0.022521,0.191701,-0.360106,-0.399775,-0.620437,0.099691,0.239998,-0.239999,0.140487,0.031567,-0.163060,0.144282,0.350029,0.349979,-1.950000,1.950000,0.149999,0.150001,0.019998,-0.019995
0.339538,-0.218901,-0.116634,0.036613,-0.011972,0.072077,0.310481,-0.165430,-0.024202,0.024194,0.145339,-0.360089,-0.399760,-0.688901,0.092781,0.239998,-0.239999,0.140429,0.010562,-0.163548,0.144664,0.350028,0.349979,-1.950000,1.950000,0.149999,0.150001,0.019997,-0.019994
0.368028,-0.228213,-0.127231,0.041737,-0.007970,0.077437,0.306567,-0.168643,-0.039258,0.026717,0.111516,-0.360076,-0.399747,-0.739164,0.087001,0.239998,-0.239999,0.137226,-0.005471,-0.163667,0.144845,0.350028,0.349979,-1.950000,1.950000,0.149999,0.150001,0.019998,-0.019994
0.396533,-0.229923,-0.138686,0.048140,-0.009648,0.076627,0.293319,-0.170628,-0.048354,0.027212,0.094154,-0.360079,-0.399747,-0.766458,0.083054,0.239998,-0.240000,0.143609,-0.016372,-0.163623,0.144997,0.350029,0.349979,-1.950000,1.950000,0.149999,0.150001,0.019998,-0.019994
0.426781,-0.230961,-0.148595,0.062130,-0.010576,0.081140,0.290777,-0.169973,-0.055258,0.021107,0.103415,-0.360075,-0.399742,-0.760384,0.089824,0.239998,-0.240000,0.145828,-0.022405,-0.163342,0.144942,0.350029,0.349978,-1.950000,1.950000,0.149999,0.150001,0.019998,-0.019994
0.451062,-0.220934,-0.147786,0.067181,-0.010607,0.082065,0.273861,-0.161135,-0.056614,0.027999,0.118939,-0.360070,-0.399747,-0.732598,0.099136,0.239998,-0.240000,0.159412,-0.027439,-0.162463,0.145306,0.350029,0.349978,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019994
0.478772,-0.203528,-0.142360,0.075573,-0.012974,0.077035,0.258375,-0.148751,-0.049651,0.062334,0.131854,-0.360068,-0.399769,-0.697698,0.089073,0.239998,-0.240000,0.173052,-0.043726,-0.160990,0.145621,0.350028,0.349978,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019994
0.471103,-0.178418,-0.131797,0.077455,-0.012606,0.067401,0.247682,-0.118761,-0.033056,0.145283,0.134379,-0.360069,-0.399799,-0.656697,0.070007,0.239998,-0.240000,0.182710,-0.061525,-0.159178,0.146098,0.350027,0.349978,-1.950000,1.949999,0.150000,0.150001,0.019999,-0.019994
0.401687,-0.146882,-0.116370,0.060241,-0.011666,0.054810,0.248107,-0.073709,-0.006319,0.265283,0.125536,-0.360075,-0.399830,-0.634307,0.036022,0.239999,-0.240000,0.190672,-0.070174,-0.157367,0.146497,0.350024,0.349978,-1.950001,1.949999,0.150000,0.150001,0.019999,-0.019995
0.305080,-0.106232,-0.090708,0.040556,-0.011683,0.041548,0.245350,-0.032254,0.020279,0.385283,0.116372,-0.360078,-0.399861,-0.622016,-0.002390,0.239999,-0.240000,0.195113,-0.073112,-0.155375,0.146799,0.350021,0.349977,-1.950001,1.949999,0.150000,0.150001,0.020000,-0.019996
0.211277,-0.061679,-0.061702,0.030441,-0.011891,0.031474,0.242816,-0.000209,0.039452,0.505283,0.107214,-0.360070,-0.399883,-0.620465,-0.040263,0.240000,-0.240000,0.190699,-0.070891,-0.153644,0.146901,0.350018,0.349977,-1.950001,1.950000,0.150000,0.150000,0.020000,-0.019998
0.126267,-0.014716,-0.035128,0.030767,-0.006367,0.024237,0.231639,0.023790,0.049160,0.625283,0.102003,-0.360063,-0.399904,-0.629730,-0.075212,0.240000,-0.240000,0.182423,-0.064016,-0.152565,0.147015,0.350014,0.349980,-1.950001,1.950000,0.150000,0.150000,0.019999,-0.019999
0.065493,0.029912,-0.011854,0.043452,0.004207,0.023932,0.215096,0.038881,0.050234,0.745283,0.102918,-0.360047,-0.399917,-0.638942,-0.103621,0.240000,-0.240000,0.173583,-0.060540,-0.151877,0.147081,0.350011,0.349983,-1.950001,1.950000,0.150000,0.150000,0.019999,-0.020001
0.031355,0.075196,0.011877,0.060156,0.018929,0.026554,0.181432,0.047258,0.047355,0.865283,0.107261,-0.360030,-0.399927,-0.647383,-0.125485,0.240000,-0.240000,0.180572,-0.064632,-0.151243,0.147519,0.350008,0.349986,-1.950000,1.950000,0.150000,0.150000,0.019998,-0.020002
0.024301,0.113082,0.024941,0.092486,0.030947,0.029689,0.162453,0.049131,0.042644,0.808951,0.115527,-0.360013,-0.399937,-0.646362,-0.146949,0.240000,-0.240000,0.186159,-0.073526,-0.150947,0.147824,0.350005,0.349990,-1.950000,1.950000,0.150000,0.150000,0.019998,-0.020001
0.004660,0.143418,0.030980,0.121048,0.043773,0.032355,0.155262,0.059686,0.042777,0.720370,0.120794,-0.360000,-0.399940,-0.641017,-0.164607,0.240000,-0.240000,0.188936,-0.073027,-0.150705,0.148087,0.350003,0.349992,-1.950000,1.950000,0.150000,0.150000,0.019998,-0.020001
-0.042091,0.165603,0.034489,0.132641,0.055012,0.035008,0.159855,0.075511,0.049821,0.630345,0.122887,-0.359990,-0.399937,-0.642933,-0.193293,0.240000,-0.240000,0.197822,-0.062038,-0.150612,0.148188,0.350002,0.349992,-1.950000,1.950000,0.150000,0.150000,0.019998,-0.020001
-0.083221,0.185510,0.039994,0.141599,0.061593,0.038397,0.172376,0.082981,0.057272,0.525105,0.129484,-0.359982,-0.399927,-0.628188,-0.218508,0.240000,-0.240000,0.208954,-0.038446,-0.150354,0.148320,0.350001,0.349991,-1.950000,1.950000,0.150000,0.150000,0.019998,-0.020001
-0.112131,0.204421,0.045636,0.151471,0.066876,0.041288,0.193825,0.090719,0.062387,0.405105,0.134881,-0.359972,-0.399911,-0.596038,-0.242090,0.240000,-0.240000,0.217480,-0.010860,-0.149954,0.148465,0.350000,0.349989,-1.950000,1.950000,0.150000,0.150000,0.019998,-0.020000
-0.139385,0.228735,0.050657,0.162586,0.070986,0.041158,0.221813,0.107339,0.066286,0.293485,0.137673,-0.359968,-0.399902,-0.559539,-0.278346,0.240000,-0.239999,0.219378,0.005019,-0.149547,0.148717,0.349999,0.349989,-1.950001,1.950000,0.150000,0.150000,0.019997,-0.020000
-0.163245,0.256468,0.056828,0.172855,0.072731,0.039488,0.252031,0.126606,0.069333,0.199760,0.134391,-0.359967,-0.399896,-0.512149,-0.315198,0.240000,-0.239999,0.221003,0.012003,-0.149169,0.149150,0.349998,0.349988,-1.950001,1.950000,0.150000,0.150000,0.019997,-0.019999
-0.181729,0.288805,0.064868,0.181781,0.072179,0.037546,0.282259,0.143673,0.070582,0.123030,0.127587,-0.359968,-0.399893,-0.463944,-0.354643,0.240000,-0.239999,0.222054,0.006770,-0.148774,0.149710,0.349997,0.349988,-1.950001,1.950000,0.150000,0.150000,0.019997,-0.019999
-0.195816,0.319765,0.072408,0.188747,0.069146,0.034999,0.305994,0.157030,0.069761,0.068445,0.117307,-0.359969,-0.399890,-0.416494,-0.384605,0.240001,-0.239999,0.225025,0.000805,-0.148451,0.150160,0.349998,0.349989,-1.950001,1.950000,0.150000,0.150000,0.019996,-0.019999
-0.203576,0.343058,0.078132,0.194068,0.061659,0.033231,0.322612,0.161383,0.067464,0.038848,0.108534,-0.359971,-0.399888,-0.376616,-0.402025,0.240001,-0.239999,0.229223,-0.000739,-0.148304,0.150449,0.349999,0.349989,-1.950001,1.950000,0.150000,0.150000,0.019996,-0.019999
-0.207100,0.357990,0.081427,0.195280,0.052629,0.032418,0.331399,0.159418,0.064725,0.026819,0.105333,-0.359973,-0.399886,-0.342350,-0.399944,0.240001,-0.239999,0.235571,0.006015,-0.148318,0.150432,0.350000,0.349989,-1.950001,1.950000,0.150000,0.150000,0.019996,-0.019999
-0.209168,0.363226,0.079809,0.189471,0.041687,0.032332,0.341175,0.152423,0.060483,0.027467,0.107135,-0.359980,-0.399883,-0.314777,-0.379784,0.240001,-0.239998,0.242457,0.026513,-0.148668,0.150256,0.350003,0.349990,-1.950001,1.950000,0.150000,0.150000,0.019997,-0.020000
-0.210805,0.361798,0.079447,0.179524,0.029578,0.031160,0.346728,0.147436,0.058128,0.043307,0.117679,-0.359986,-0.399885,-0.297594,-0.359842,0.240000,-0.239998,0.245928,0.048027,-0.148824,0.150021,0.350006,0.349990,-1.950001,1.950000,0.150000,0.150001,0.019997,-0.020001
-0.211372,0.361212,0.075070,0.165149,0.016290,0.028394,0.355476,0.148587,0.055515,0.064952,0.133477,-0.359994,-0.399887,-0.297389,-0.354981,0.240000,-0.239998,0.244898,0.056040,-0.149289,0.149665,0.350009,0.349991,-1.950001,1.949999,0.150000,0.150001,0.019997,-0.020001
-0.212791,0.355955,0.070815,0.145218,0.001641,0.023714,0.363192,0.154282,0.055920,0.088491,0.157696,-0.360000,-0.399889,-0.303759,-0.354614,0.240000,-0.239999,0.243225,0.055848,-0.149875,0.149159,0.350010,0.349992,-1.950001,1.949999,0.150000,0.150001,0.019996,-0.020001
-0.209706,0.348744,0.066278,0.120396,-0.012864,0.017636,0.368209,0.160615,0.057850,0.104785,0.194722,-0.360011,-0.399892,-0.317285,-0.354993,0.240000,-0.239999,0.238655,0.053067,-0.150616,0.148807,0.350011,0.349992,-1.950001,1.949999,0.150000,0.150001,0.019995,-0.020001
-0.196665,0.337550,0.061696,0.091228,-0.024191,0.010002,0.362478,0.164745,0.061413,0.113097,0.252625,-0.360026,-0.399894,-0.338064,-0.350370,0.240000,-0.239999,0.238035,0.050312,-0.151362,0.148435,0.350013,0.349992,-1.950000,1.949999,0.150000,0.150001,0.019994,-0.020000
-0.171457,0.316020,0.056480,0.066459,-0.034590,0.004283,0.352170,0.157135,0.066121,0.114048,0.332495,-0.360047,-0.399896,-0.370255,-0.346396,0.240000,-0.239999,0.238845,0.053405,-0.152145,0.148192,0.350014,0.349992,-1.950000,1.949999,0.150000,0.150000,0.019994,-0.020000
-0.135578,0.282398,0.048076,0.047323,-0.035553,-0.000404,0.340890,0.142320,0.071853,0.104421,0.429597,-0.360067,-0.399901,-0.409764,-0.333668,0.240000,-0.239999,0.239014,0.059820,-0.152822,0.147837,0.350015,0.349992,-1.950000,1.949999,0.150000,0.150000,0.019995,-0.020001
-0.095907,0.235164,0.033341,0.032563,-0.028162,-0.002367,0.336661,0.126973,0.076863,0.090395,0.523260,-0.360091,-0.399902,-0.448606,-0.320894,0.240000,-0.239999,0.239533,0.069724,-0.153498,0.147425,0.350016,0.349991,-1.950000,1.949999,0.150000,0.150000,0.019997,-0.020001
-0.056236,0.182083,0.016639,0.022534,-0.016481,-0.003027,0.336671,0.108437,0.081637,0.078133,0.601424,-0.360114,-0.399903,-0.487001,-0.317379,0.240000,-0.239999,0.239673,0.078827,-0.154080,0.147179,0.350018,0.349991,-1.950000,1.949999,0.150000,0.150000,0.019998,-0.020002
-0.022147,0.120604,-0.005709,0.012087,-0.009450,-0.003129,0.342581,0.083281,0.088477,0.067025,0.655885,-0.360141,-0.399899,-0.514537,-0.310848,0.240000,-0.239999,0.243353,0.088517,-0.154846,0.146876,0.350021,0.349990,-1.950000,1.949999,0.150000,0.150000,0.019999,-0.020002
0.011317,0.059319,-0.028119,0.005590,-0.004006,0.003727,0.347257,0.055263,0.089581,0.057463,0.665887,-0.360158,-0.399883,-0.534652,-0.299053,0.240000,-0.239999,0.242634,0.089415,-0.155878,0.146450,0.350023,0.349988,-1.950000,1.949999,0.150000,0.150000,0.019999,-0.020002
0.044849,0.002158,-0.047932,0.002959,-0.002600,0.015410,0.348592,0.022610,0.082510,0.048200,0.639892,-0.360167,-0.399852,-0.540789,-0.268890,0.240000,-0.239999,0.233542,0.085221,-0.157298,0.146517,0.350027,0.349985,-1.950001,1.949998,0.150000,0.150000,0.019998,-0.020002
0.080525,-0.047623,-0.063242,0.003023,-0.004239,0.029150,0.341196,-0.008432,0.069861,0.040839,0.593131,-0.360161,-0.399812,-0.543276,-0.228543,0.239999,-0.239999,0.217899,0.074575,-0.158889,0.146771,0.350029,0.349983,-1.950001,1.949998,0.149999,0.150000,0.019998,-0.020001
0.118250,-0.091541,-0.074153,0.010190,-0.008233,0.044769,0.330328,-0.039085,0.054318,0.036585,0.534929,-0.360142,-0.399770,-0.545838,-0.177075,0.239999,-0.239999,0.199006,0.060584,-0.160421,0.147037,0.350030,0.349980,-1.950001,1.949998,0.149999,0.150001,0.019997,-0.020000
0.155677,-0.133898,-0.081991,0.018132,-0.009658,0.058621,0.318052,-0.059705,0.040329,0.033348,0.479774,-0.360115,-0.399730,-0.551319,-0.118115,0.239999,-0.239999,0.176887,0.039395,-0.161469,0.147251,0.350030,0.349977,-1.950001,1.949998,0.149999,0.150001,0.019997,-0.019998
0.190104,-0.170863,-0.089880,0.025570,-0.010068,0.068885,0.312725,-0.074759,0.029832,0.031784,0.424038,-0.360088,-0.399696,-0.563115,-0.058575,0.239999,-0.239999,0.154193,0.022672,-0.162224,0.147412,0.350029,0.349974,-1.950001,1.949998,0.149999,0.150001,0.019997,-0.019997
0.227102,-0.201981,-0.097905,0.027311,-0.009364,0.073703,0.299642,-0.088815,0.023472,0.030375,0.363138,-0.360071,-0.399677,-0.597091,-0.011475,0.239998,-0.239999,0.139366,0.005315,-0.162680,0.147445,0.350028,0.349972,-1.950001,1.949998,0.149999,0.150001,0.019998,-0.019996
0.263308,-0.232069,-0.106597,0.027055,-0.011174,0.073854,0.281516,-0.103348,0.024088,0.031217,0.306882,-0.360068,-0.399673,-0.645438,0.019200,0.239998,-0.239999,0.132673,-0.006143,-0.162850,0.147358,0.350027,0.349971,-1.950000,1.949998,0.149999,0.150001,0.019998,-0.019995
0.301523,-0.253727,-0.116222,0.031690,-0.011509,0.076071,0.272051,-0.119147,0.019878,0.031518,0.242362,-0.360067,-0.399668,-0.707260,0.033793,0.239998,-0.239999,0.123071,-0.013615,-0.163168,0.147200,0.350027,0.349970,-1.950000,1.949999,0.149999,0.150001,0.019998,-0.019995
0.334614,-0.269034,-0.125389,0.036686,-0.012147,0.076825,0.268784,-0.137547,0.014905,0.031874,0.188215,-0.360069,-0.399666,-0.757654,0.044619,0.239998,-0.239999,0.114158,-0.020385,-0.163423,0.147135,0.350027,0.349971,-1.950000,1.949999,0.149999,0.150001,0.019998,-0.019994
0.363404,-0.277951,-0.133442,0.042827,-0.012791,0.076807,0.269906,-0.146754,0.010480,0.029893,0.148511,-0.360065,-0.399661,-0.794664,0.054248,0.239999,-0.240000,0.105358,-0.023086,-0.163331,0.147048,0.350027,0.349970,-1.950000,1.949999,0.149999,0.150001,0.019998,-0.019994
0.390105,-0.281695,-0.141471,0.052800,-0.016585,0.077160,0.271971,-0.152351,0.008278,0.029250,0.128904,-0.360056,-0.399652,-0.805033,0.073333,0.239999,-0.240000,0.102541,-0.021928,-0.162931,0.146844,0.350025,0.349969,-1.950000,1.949998,0.149999,0.150001,0.019998,-0.019993
0.419030,-0.277095,-0.146216,0.063794,-0.016664,0.078984,0.275055,-0.148348,0.005298,0.020960,0.131636,-0.360038,-0.399638,-0.784145,0.086074,0.239999,-0.240000,0.102551,-0.024901,-0.162235,0.146967,0.350023,0.349966,-1.950000,1.949998,0.149999,0.150001,0.019998,-0.019992
0.439317,-0.261326,-0.148007,0.072970,-0.017853,0.077414,0.271571,-0.136943,0.006606,0.032663,0.143196,-0.360025,-0.399628,-0.741684,0.095548,0.239999,-0.240000,0.115841,-0.029168,-0.161365,0.147367,0.350022,0.349964,-1.950000,1.949998,0.149999,0.150001,0.019997,-0.019992
0.447943,-0.240418,-0.142368,0.079921,-0.021692,0.070327,0.260193,-0.117620,0.016294,0.089453,0.151714,-0.360019,-0.399635,-0.697786,0.089848,0.239999,-0.240000,0.131330,-0.044071,-0.159940,0.147743,0.350021,0.349962,-1.950000,1.949998,0.149999,0.150001,0.019997,-0.019992
0.427767,-0.215365,-0.133575,0.084246,-0.023302,0.060868,0.258881,-0.092412,0.033840,0.182499,0.154660,-0.360024,-0.399650,-0.656556,0.081443,0.239999,-0.240000,0.141324,-0.046616,-0.158356,0.148048,0.350021,0.349961,-1.950000,1.949998,0.149999,0.150001,0.019997,-0.019992
0.370293,-0.182854,-0.117012,0.078542,-0.021250,0.049997,0.262390,-0.060657,0.055391,0.302499,0.149064,-0.360032,-0.399675,-0.634406,0.061706,0.239999,-0.240000,0.146634,-0.042746,-0.156765,0.148215,0.350021,0.349961,-1.950000,1.949998,0.149999,0.150001,0.019997,-0.019992
0.296061,-0.143802,-0.092446,0.070950,-0.015508,0.039012,0.260232,-0.033800,0.077386,0.422499,0.143224,-0.360039,-0.399708,-0.618889,0.036210,0.239999,-0.240000,0.148169,-0.036721,-0.154975,0.148184,0.350021,0.349963,-1.950000,1.949998,0.149999,0.150001,0.019998,-0.019994
0.216350,-0.101596,-0.065457,0.067173,-0.006975,0.030784,0.253366,-0.010987,0.094160,0.542499,0.136354,-0.360042,-0.399741,-0.613330,0.015811,0.240000,-0.240000,0.144767,-0.024380,-0.153223,0.147939,0.350020,0.349965,-1.950000,1.949998,0.150000,0.150001,0.019999,-0.019995
0.148882,-0.059301,-0.041529,0.074779,0.001263,0.025439,0.239690,0.004185,0.102580,0.662499,0.134292,-0.360035,-0.399771,-0.618116,-0.010251,0.240000,-0.239999,0.134564,-0.014935,-0.151732,0.147305,0.350018,0.349968,-1.950000,1.949998,0.150000,0.150001,0.019999,-0.019996
0.100006,-0.013575,-0.021239,0.087789,0.015792,0.025458,0.222600,0.012736,0.099077,0.729302,0.133988,-0.360018,-0.399795,-0.623319,-0.044418,0.240000,-0.239999,0.125942,-0.016071,-0.150866,0.146731,0.350015,0.349970,-1.950000,1.949998,0.150000,0.150001,0.019999,-0.019998
0.060984,0.028529,-0.005765,0.102265,0.027548,0.025924,0.199113,0.017614,0.090050,0.723762,0.134722,-0.360005,-0.399816,-0.627006,-0.079321,0.240001,-0.239999,0.126726,-0.022625,-0.150508,0.146446,0.350013,0.349973,-1.950000,1.949998,0.150000,0.150001,0.019999,-0.019999
0.025269,0.060034,0.008200,0.118281,0.034181,0.026068,0.185115,0.018621,0.082721,0.689315,0.138560,-0.359990,-0.399837,-0.626552,-0.110382,0.240001,-0.240000,0.124802,-0.028353,-0.150108,0.146265,0.350011,0.349975,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.020000
-0.016791,0.078603,0.014289,0.126655,0.039372,0.028338,0.184331,0.019091,0.080117,0.618170,0.141920,-0.359983,-0.399848,-0.624227,-0.132200,0.240001,-0.240000,0.127120,-0.021938,-0.150117,0.146331,0.350011,0.349976,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.020001
-0.064967,0.095916,0.022041,0.125634,0.046330,0.031933,0.186311,0.028466,0.081294,0.535181,0.144637,-0.359979,-0.399856,-0.625692,-0.159478,0.240001,-0.240000,0.138470,-0.015453,-0.150134,0.146666,0.350011,0.349976,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.020001
-0.099572,0.115779,0.032829,0.129928,0.054250,0.036760,0.189171,0.038159,0.084165,0.440984,0.150556,-0.359974,-0.399860,-0.621726,-0.190510,0.240001,-0.239999,0.157648,-0.008969,-0.149796,0.147080,0.350010,0.349975,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.020002
-0.125624,0.143567,0.041354,0.136510,0.063427,0.041207,0.199729,0.056475,0.086686,0.341439,0.154181,-0.359971,-0.399863,-0.611387,-0.229339,0.240001,-0.239999,0.181375,-0.007769,-0.149444,0.147454,0.350009,0.349976,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.020002
-0.146287,0.175379,0.048130,0.146433,0.069605,0.042540,0.221138,0.081806,0.089321,0.248224,0.155483,-0.359967,-0.399865,-0.584782,-0.276810,0.240001,-0.239999,0.197756,-0.009465,-0.149028,0.147728,0.350007,0.349977,-1.950000,1.949999,0.150000,0.150000,0.019998,-0.020001
-0.167960,0.209860,0.052297,0.153522,0.073902,0.041898,0.252981,0.110416,0.092188,0.169668,0.150157,-0.359966,-0.399866,-0.538316,-0.320190,0.240001,-0.239999,0.207977,-0.015164,-0.148519,0.147731,0.350005,0.349977,-1.950000,1.949999,0.150000,0.150000,0.019998,-0.020001
-0.189754,0.245486,0.054224,0.160008,0.074498,0.040033,0.290915,0.139163,0.092796,0.100790,0.138976,-0.359966,-0.399867,-0.483087,-0.362696,0.240001,-0.239999,0.208702,-0.022210,-0.148172,0.147642,0.350004,0.349979,-1.950000,1.949999,0.150000,0.150000,0.019998,-0.020000
-0.210715,0.278890,0.057179,0.164503,0.073087,0.037956,0.321473,0.166922,0.092249,0.048917,0.125459,-0.359965,-0.399869,-0.425898,-0.397934,0.240001,-0.239999,0.207830,-0.031406,-0.147686,0.147487,0.350002,0.349981,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019999
-0.225170,0.306088,0.057053,0.163457,0.069538,0.036357,0.344109,0.188288,0.088981,0.012215,0.111959,-0.359966,-0.399872,-0.377095,-0.424357,0.240001,-0.239999,0.207584,-0.039185,-0.147418,0.147131,0.350001,0.349982,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019999
-0.232560,0.329714,0.058326,0.162250,0.063255,0.035171,0.359312,0.195859,0.084340,-0.008717,0.102377,-0.359967,-0.399874,-0.339694,-0.435208,0.240001,-0.239999,0.210548,-0.034352,-0.147142,0.146814,0.350001,0.349982,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019999
-0.229871,0.346861,0.059572,0.162021,0.053878,0.034266,0.366218,0.189414,0.077949,-0.013429,0.100463,-0.359968,-0.399879,-0.322085,-0.436810,0.240001,-0.239999,0.216566,-0.021172,-0.146923,0.146354,0.350000,0.349983,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019999
-0.218910,0.360436,0.058882,0.158386,0.044042,0.033205,0.367878,0.177419,0.070068,-0.010028,0.108301,-0.359971,-0.399882,-0.323626,-0.429336,0.240001,-0.239999,0.224139,-0.004471,-0.147025,0.146051,0.350001,0.349985,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019999
-0.204371,0.367578,0.057261,0.151260,0.031229,0.030597,0.367829,0.162494,0.060607,0.002828,0.120165,-0.359977,-0.399882,-0.334061,-0.419905,0.240001,-0.239999,0.227405,0.015391,-0.147540,0.146122,0.350002,0.349985,-1.950000,1.949999,0.150000,0.150001,0.019997,-0.019999
-0.192234,0.363251,0.052588,0.140976,0.018126,0.026512,0.368783,0.154612,0.054425,0.021813,0.144222,-0.359987,-0.399876,-0.347178,-0.408583,0.240001,-0.239999,0.226561,0.032064,-0.148048,0.146245,0.350004,0.349984,-1.950000,1.949999,0.150000,0.150001,0.019997,-0.020000
-0.184302,0.353502,0.047032,0.126334,0.004040,0.020984,0.372183,0.153649,0.052615,0.042372,0.179589,-0.359999,-0.399869,-0.364257,-0.402612,0.240001,-0.239999,0.223779,0.042429,-0.148445,0.146379,0.350006,0.349981,-1.950000,1.949999,0.150000,0.150001,0.019997,-0.020000
-0.175374,0.335117,0.040440,0.106882,-0.007333,0.015013,0.369236,0.158514,0.053980,0.060952,0.236541,-0.360013,-0.399863,-0.389016,-0.399636,0.240001,-0.239999,0.222251,0.045761,-0.148663,0.146370,0.350008,0.349978,-1.950000,1.949999,0.150000,0.150001,0.019998,-0.019999
-0.161308,0.304853,0.031205,0.084486,-0.017784,0.009382,0.368177,0.157339,0.059469,0.076189,0.313477,-0.360028,-0.399855,-0.416000,-0.394345,0.240001,-0.239999,0.218764,0.050424,-0.148802,0.146065,0.350009,0.349975,-1.950000,1.949998,0.150000,0.150001,0.019999,-0.019999
-0.139394,0.265693,0.020699,0.065816,-0.027524,0.003590,0.367243,0.142151,0.066861,0.083894,0.400553,-0.360044,-0.399850,-0.444573,-0.387544,0.240001,-0.239998,0.214581,0.059844,-0.148912,0.145653,0.350009,0.349971,-1.950000,1.949998,0.150000,0.150000,0.020001,-0.019999
-0.109707,0.218539,0.008995,0.050624,-0.035748,-0.001460,0.370454,0.116022,0.072633,0.083861,0.481322,-0.360059,-0.399847,-0.473862,-0.378235,0.240001,-0.239998,0.209850,0.075518,-0.149047,0.145200,0.350010,0.349969,-1.950000,1.949998,0.150000,0.150000,0.020002,-0.019998
-0.072675,0.172519,-0.005046,0.037890,-0.037239,-0.004065,0.377919,0.085834,0.075011,0.074758,0.542439,-0.360072,-0.399841,-0.499911,-0.361497,0.240001,-0.239998,0.206255,0.092423,-0.149303,0.144721,0.350011,0.349967,-1.950000,1.949998,0.150000,0.150000,0.020002,-0.019998
-0.029734,0.123816,-0.021898,0.028847,-0.035150,-0.004952,0.382512,0.055744,0.072347,0.060379,0.563133,-0.360083,-0.399832,-0.527103,-0.349976,0.240001,-0.239998,0.199283,0.101332,-0.149994,0.144378,0.350011,0.349966,-1.950000,1.949998,0.149999,0.150000,0.020002,-0.019998
0.009224,0.070578,-0.039008,0.023090,-0.032741,-0.003210,0.387073,0.025296,0.068028,0.046966,0.551994,-0.360095,-0.399821,-0.543245,-0.323426,0.240001,-0.239998,0.189100,0.110899,-0.150980,0.144387,0.350013,0.349965,-1.950001,1.949998,0.149999,0.150000,0.020003,-0.019998
0.042325,0.021022,-0.054156,0.017838,-0.033337,-0.000218,0.391216,-0.008539,0.062952,0.032808,0.509524,-0.360103,-0.399810,-0.548956,-0.286641,0.240000,-0.239998,0.179538,0.117352,-0.151959,0.144370,0.350014,0.349964,-1.950001,1.949998,0.149999,0.150000,0.020004,-0.019998
0.073363,-0.026206,-0.068021,0.013207,-0.035003,0.004467,0.386180,-0.042800,0.056811,0.020870,0.460220,-0.360111,-0.399800,-0.548413,-0.240188,0.240000,-0.239998,0.170363,0.118602,-0.153136,0.144484,0.350016,0.349963,-1.950001,1.949998,0.149999,0.150000,0.020004,-0.019998
0.107313,-0.080886,-0.081333,0.010064,-0.044353,0.006239,0.372436,-0.070848,0.057177,0.011761,0.413504,-0.360122,-0.399796,-0.541891,-0.183701,0.240000,-0.239999,0.157379,0.112083,-0.154410,0.144601,0.350017,0.349963,-1.950001,1.949998,0.149999,0.150001,0.020004,-0.019998
0.146126,-0.131842,-0.093018,0.014829,-0.047308,0.010874,0.363524,-0.092014,0.054698,0.008058,0.373995,-0.360127,-0.399790,-0.538134,-0.118342,0.240000,-0.239999,0.136626,0.098559,-0.155616,0.144788,0.350019,0.349962,-1.950001,1.949999,0.149999,0.150001,0.020004,-0.019997
0.182872,-0.173875,-0.101997,0.022805,-0.043385,0.018591,0.361961,-0.103900,0.049152,0.008473,0.336184,-0.360123,-0.399775,-0.537798,-0.044592,0.240000,-0.239999,0.117408,0.090445,-0.156630,0.145179,0.350020,0.349961,-1.950001,1.949999,0.149999,0.150001,0.020003,-0.019996
0.220542,-0.200734,-0.110437,0.025899,-0.032476,0.027529,0.357288,-0.110645,0.037862,0.009553,0.292104,-0.360108,-0.399756,-0.558601,0.004290,0.240000,-0.239999,0.105952,0.070766,-0.157497,0.145439,0.350021,0.349959,-1.950001,1.949999,0.149999,0.150001,0.020002,-0.019995
0.260989,-0.222152,-0.120208,0.025768,-0.016941,0.037139,0.345376,-0.114320,0.023566,0.012054,0.239524,-0.360088,-0.399732,-0.610017,0.024176,0.239999,-0.239999,0.098688,0.044023,-0.158231,0.145576,0.350021,0.349958,-1.950001,1.949999,0.149999,0.150001,0.020002,-0.019994
